subject,title,level,credit_amount,description,last_taught
E C E/COMP SCI,REAL-TIME COMPUTING SYSTEMS,750,3,"Introduction to the unique issues in the design and analysis of computer systems for real-time applications. Hardware and software support for guaranteeing timeliness with and without failures. Resource management, time-constrained communication, scheduling and imprecise computations, real-time kernels and case studies. Students are strongly encouraged to have knowledge of computer architecture (e.g., E C E/COMP SCI 552) and operating system functions (e.g., COMP SCI 537)",S24
E C E,EMBEDDED COMPUTING SYSTEMS,751,3,"Embedded applications, embedded processors and multiprocessors, embedded system design and simulation, configurable/reconfigurable embedded systems, embedded compilers and tool chains, run-time systems, application design and customization, hardware and software codesign, low-power design. Knowledge of computer architecture [such as E C E 552] strongly encouraged",F23
E C E/COMP SCI,ADVANCED COMPUTER ARCHITECTURE I,752,3,"Processor design, computer arithmetic, pipelining, multi-operation processors, vector processors, control units, precise interrupts, main memory, cache memories, instruction set design, stack machines, busses and I/O, protection and security. Students are strongly encouraged to have knowledge of computer architecture (e.g., E C E/COMP SCI 552)",S25
E C E,FAULT-TOLERANT COMPUTING,753,3,"Fault modeling, redundancy techniques and reliability evaluation, error detecting and correcting codes, self-checking circuits, fault diagnosis, software fault tolerance, and case studies. Knowledge of probability [such as E C E 431] and computer architecture [such as E C E/COMP SCI 552] strongly encouraged",S23
E C E/COMP SCI,VLSI SYSTEMS DESIGN,755,3,Overview of MOS devices and circuits; introduction to integrated circuit fabrication; topological design of data flow and control; interactive graphics layout; circuit simulation; system timing; organizational and architectural considerations; alternative implementation approaches; design project. E C E 555 or equivalent experience is strongly recommended,S25
E C E/COMP SCI,COMPUTER-AIDED DESIGN FOR VLSI,756,3,"Broad introduction to computer-aided design tools for VLSI, emphasizing implementation algorithms and data structures. Topics covered: design styles, layout editors, symbolic compaction, module generators, placement and routing, automatic synthesis, design-rule checking, circuit extraction, simulation and verification. Students are strongly encourage to have programming skills and to have taken a course in Digital System Fundamentals such as E C E/COMP SCI 352",F23
E C E/COMP SCI,ADVANCED COMPUTER ARCHITECTURE II,757,3,"Parallel algorithms, principles of parallelism detection and vectorizing compilers, interconnection networks, MIMD machines, processor synchronization, data coherence, multis, dataflow machines, special purpose processors. Students are strongly encouraged to have knowledge of computer architecture (e.g., E C E/COMP SCI 552)",S25
E C E/COMP SCI/E M A/E P/M E,HIGH PERFORMANCE COMPUTING FOR APPLICATIONS IN ENGINEERING,759,3,An overview of hardware and software solutions that enable the use of advanced computing in tackling computationally intensive Engineering problems. Hands-on learning promoted through programming assignments that leverage emerging hardware architectures and use parallel computing programming languages. Students are strongly encourage to have completed COMP SCI 367 or COMP SCI 400 or to have equivalent experience,S25
E C E/COMP SCI,MACHINE LEARNING,760,3,"Computational approaches to learning: including inductive inference, explanation-based learning, analogical learning, connectionism, and formal models. What it means to learn. Algorithms for learning. Comparison and evaluation of learning algorithms. Cognitive modeling and relevant psychological results",S25
E C E/COMP SCI,MATHEMATICAL FOUNDATIONS OF MACHINE LEARNING,761,3,"Mathematical foundations of machine learning theory and algorithms. Probabilistic, algebraic, and geometric models and representations of data, mathematical analysis of state-of-the-art learning algorithms and optimization methods, and applications of machine learning. Knowledge of probability [such as MATH/STAT 431 or COMP SCI/E C E 561] and linear algebra [such as MATH 341 or M E/COMP SCI/E C E 532] is required",S25
E C E/COMP SCI,TRUSTWORTHY ARTIFICIAL INTELLIGENCE,763,3,"Explore security and privacy aspects of trustworthy artificial intelligence. Three core subjects will be considered: differential privacy and algorithmic fairness; adversarial machine learning; and end-to-end trustworthy systems. A selection of more advanced topics may be covered such as additional notions of privacy, language-based security, and robust optimization. Knowledge of probability/statistics (such as MATH 431), cryptography (such as MATH 435), security (such as COMP SCI 642), and mode",S24
E C E/COMP SCI,COMPUTER VISION,766,3,"Fundamentals of image analysis and computer vision; image acquisition and geometry; image enhancement; recovery of physical scene characteristics; shape-from techniques; segmentation and perceptual organization; representation and description of two-dimensional objects; shape analysis; texture analysis; goal-directed and modelbased systems; parallel algorithms and special-purpose architectures. Students are strongly encouraged to have basic proficiency in calculus and linear algebra, such as MAT",S24
E C E/B M E/MED PHYS,MACHINE LEARNING IN ULTRASOUND IMAGING,778,3,"Concepts and machine learning techniques for ultrasound beamforming for image formation and reconstruction to image analysis and interpretation will be presented. Key machine learning and deep learning concepts applied to beamforming, compressed sampling, speckle reduction, segmentation, photoacoustics, and elasticity imaging will be evaluated utilizing current peer-reviewed publications",F24
E C E/COMP SCI,ADVANCED COMPUTER SECURITY AND PRIVACY,782,3,"Security and privacy issues in software, networks, and hardware systems. Security vulnerabilities, privacy threats, threats modeling, and mitigation strategies. Privacy issues related to user interaction with devices, online systems, and networks. In addition, a selection of more advanced topics will be covered. Possible examples include applied cryptography in the context of systems, security and privacy policies, user authentication, and cyber-physical systems. Builds on prior experiences with",F24
E C E,MASTER'S RESEARCH,790,1-9,Independent work on master's research overseen by a qualified instructor,U25
E C E,NONLINEAR SYSTEMS,817,3,"Modelling nonlinear systems, linearization, equilibria, solution concepts, phase plane analysis, stability concepts, Lyapunov methods, oscillations, vector space methods, control system nonlinearities and design. Selected topics from the following: input-output methods, switching and variable structure systems, feedback linearization, and Lyapunov robustness. Knowledge of linear systems [such as E C E 717] strongly encouraged",S23
E C E,OPTIMAL CONTROL AND VARIATIONAL METHODS,821,3,"Variational principles in optimization and optimal control, constrained control and reachability analysis, stability of optimal control, data-driven methods for optimal control. Knowledge of linear systems [such as E C E 717] strongly encouraged",S24
E C E,THEORETICAL FOUNDATIONS OF LARGE-SCALE MACHINE LEARNING,826,3,"Mathematical foundations of large-scale machine learning and optimization. Focus on recent texts in machine learning, optimization, and randomized algorithms, focused on tradeoffs that are driving algorithmic design in this new discipline. These trade-offs revolve around speed of convergence, statistical accuracy, robustness, scalability, algorithmic complexity, and implementation",S24
E C E,ESTIMATION AND DECISION THEORY,830,3,"Estimation and decision theory applied to random processes and signals in noise: Bayesian, maximum likelihood, and least squares estimation; the Kalman filter; maximum likelihood and maximum aposteriori detection; adaptive receivers for channels with unknown parameters or dispersive, fading characteristics; the RAKE receiver; detection systems with learning features",S19
E C E,LIGHT INTERACTIONS WITH QUANTUM MATERIALS,835,3,"Light-matter interactions with quantum systems and their applications in quantum computing, communications, and sensing. Brief review of quantum mechanics and derivation of quantum structure of atoms. Deeper exploration of concepts and applications of quantum optics (such as use of nonclassical light, entangled photons) and experimental techniques on how to control and measure quantum systems with photons (including atom cooling and trapping, coherent interactions, putting atoms in cavities). Kn",S25
E C E,ANTENNAS,841,3,Applications of Maxwell's field equations to radiation problems; transmission of radio waves; radiation and impedance characteristics of various antennas and arrays. Analysis of complete antenna systems,S25
E C E/MATH,TOPICS IN APPLIED ALGEBRA,842,3,"Applied topics with emhasis on algebraic constructions and structures. Examples include: algebraic coding theory; codes (algebraic-geometric, convolutional, low-density-parity-check, space-time); curve and lattice based cryptography; watermarking; computer vision (face recognition, multiview geometry)",S25
E C E,TRANSPORT IN SEMICONDUCTOR DEVICES,845,3,"Transport of carriers in electronic devices, starting from the Boltzmann equation and the quantum mechanical treatment of scattering, and covering applications to devices; transport in 2D structures; modeling of transport; experiments and devices involving hot electrons",S25
E C E/PHYSICS,NONLINEAR WAVES,848,3,General considerations of nonlinear wave phenomena; nonlinear hyperbolic waves; nonlinear dispersion; nonlinear geometrical optics; Whitham's variational theory; nonlinear and parametric instabilities; solitary waves; inverse scattering method. Knowledge of electromagnetics [such as E C E 320 or PHYSICS 321] or mechanics [such as M E 340] encouraged,S19
E C E/COMP SCI/STAT,THEORETICAL FOUNDATIONS OF MACHINE LEARNING,861,3,"Advanced mathematical theory and methods of machine learning. Statistical learning theory, Vapnik-Chevronenkis Theory, model selection, high-dimensional models, nonparametric methods, probabilistic analysis, optimization, learning paradigms",F24
E C E/MATH/STAT,TOPICS IN MATHEMATICAL DATA SCIENCE,888,1-3,Advanced topics in the mathematical foundations of data science,S25
E C E,PRE-DISSERTATOR'S RESEARCH,890,1-9,Independent work on doctoral research overseen by a qualified instructor,U25
E C E,SPECIAL TOPICS IN ELECTRICAL AND COMPUTER ENGINEERING,901,1-3,"Special advanced topics across Electrical and Computer Engineering. The topics covered, instructors, and prerequisites all vary with semester and with section. Particular topics typically reflect state-of-the-art ideas and research",S25
E C E/N E/PHYSICS,SEMINAR IN PLASMA PHYSICS,922,0-1,Current topics in plasma physics,S25
E C E,DISSERTATOR'S RESEARCH,990,1-12,Independent work on dissertation overseen by a qualified instructor,U25
E C E,ADVANCED INDEPENDENT STUDY,999,1-3,Directed study projects as arranged with instructor,S25
EMER MED,INDEPENDENT STUDY,699,1-4,Offers undergraduates majoring in related fields an opportunity to participate in basic emergency medicine research. Assists in the preparation for graduate or medical school coursework,S25
EMER MED,EMERGENCY MEDICINE INTERNSHIP PREP COURSE,909,1,"Designed to highlight, review, and allow practice of key concepts in Emergency Medicine. Practice with case simulation, case discussion, didactics, panel discussions, and procedural skills to prepare for success in the first few weeks of an Emergency Medicine residency. Will lead and participate in simulations. Explore critical interplay between medical care and communication. Discuss common challenges encountered early in residency and throughout an EM career, and develop individualized plans t",S25
EMER MED,INTRODUCTION TO PREHOSPITAL MEDICINE AND DETERMINANTS OF UTILIZATION OF THE PREHOSPITAL SYSTEM,911,2,"Provides a unique opportunity for fourth year medical students to gain experience in the prehospital system while utilizing their public health knowledge to determine factors that lead to patient utilization of this system. During this course, students will gain understanding of the prehospital system through first-hand experience with prehospital providers while appreciating the environment in which their patients live and work. Students will be asked to observe patient care, conduct posttransp",S25
EMER MED,GUATEMALA HEALTH ADVANCED ELECTIVE,912,2,"Builds on the skills students developed during the Guatemala Service Learning experience in their first-year. The Service Learning trip partners with the San Lucas Mission to provide traveling health clinics around the southern/eastern sides of Lake Atitlan. In this selective, students will take a leadership role in the Service Learning Trip. Course is intended for M4 or Phase 3 medical students who have participated in the Guatemala Service Learning Experience. Students should have intermediate",S19
EMER MED,GUATEMALA PUBLIC HEALTH FIELD PROJECT,913,2,"Design and implement a public health field project in the community of San Lucas Tolim�n, Guatemala. This project will fulfill the field project for students on the path of distinction in public health or the dual MD-MPH program. In participating in the Guatemala service learning experience, students will have provided traveling health clinics to indigenous Mayan populations in rural Guatemala, collaborating with the San Lucas Mission. Course is intended for M4 or Phase 3 medical students who ha",S20
EMER MED,WILDERNESS MEDICINE,914,2,"Complete an Advanced Wilderness Life Support Course, which will cover topics such as Altitude Illnesses, Hyper- and Hypothermia, Toxicology, Envenomations, general trauma, and more, through lectures, skills sessions, and simulation. Focus on medical decision-making that can be executed early in disease or injury processes, in austere environments, with a focus on acute stabilization and evacuation to appropriate medical care. Learn foundational backcountry skills such as land navigation; fire an",F24
EMER MED,ART AND SCIENCE OF RESUSCITATION,920,2,"Gain comfort with necessary skills in leadership and communication to effectively run a resuscitation and to review the basic science, which guide the principles of resuscitation of a variety of critical-illness disease states. Students will first attain ACLS certification via AHA approved curriculum, followed by in-depth reviews of skills and underlying basic science behind the creation of ACLS guidelines. In addition to hands-on skills such as CPR, BVM respiration, I/O access, and airway manag",S25
EMER MED,WILDERNESS MEDICINE,930,1,"Introduces students to the epidemiology, pathophysiology and clinical practice of Wilderness Medicine: the care of patients in remote environments lacking typical health care resources, often under harsh conditions",S23
EMER MED,PEDIATRIC EMERGENCY MEDICINE ELECTIVE,940,2,"Clinical experience in the Pediatric Emergency Department setting. With guidance and supervision, provide primary and autonomous evaluation and care for the full spectrum of ED pediatric. Pediatric bronchiolitis, asthma, croup, appendicitis, orthopedic injuries, lacerations, and other common presentations",
EMER MED,INTRODUCTION TO BEDSIDE ULTRASOUND ELECTIVE,958,2,"Focus on learning and practicing skills in clinical ultrasound (US) in the Emergency Department setting, under direct supervision by Emergency Medicine faculty. Receive teaching in core clinical US skills including evaluation of the aorta, echocardiography, gallbladder, renal, inferior vena cava, female pelvis, FAST, deep vein thrombosis, ocular, and lung exams. Complete hands-on scanning with ultrasound-trained faculty focusing on the above areas of expertise",S25
EMER MED,EMERGENCY MEDICINE REGIONAL SITE,959,2-4,Learn and gain clinical experience in the Emergency Department setting. Evaluate and care for the full spectrum of Emergency Department patients under the guidance and supervision of Emergency Medicine attending physicians,S25
EMER MED,BASIC EMERGENCY MEDICINE (EM) ELECTIVE,960,2,Learn and gain clinical experience in the Emergency Department setting. Evaluate and care for the full spectrum of Emergency Department patients primarily and autonomously under the guidance and supervision of Emergency Medicine Attendings,S25
EMER MED,ADVANCED EM ELECTIVE,961,4,Learn and gain clinical experience in the Emergency Department setting. Evaluate and care for the full spectrum of Emergency Department patients primarily and autonomously under the guidance and supervision of Emergency Medicine Attendings,S25
EMER MED,TEACHING IN EMERGENCY MEDICINE,970,2-4,Develop clinical education skills and knowledge by teaching junior (Phase 2) medical students in a clinical setting. Learn effective teaching techniques. Become familiar with using and adept at researching the primary literature in health professions education. Understand effective approaches to providing feedback while spending clinical time advising and mentoring junior (Phase 2) students who are on their Acute Care Block (ACB) rotations in the Emergency Department (ED). Develop novel instruct,S25
EMER MED,INDEPENDENT READING AND RESEARCH IN EMERGENCY MEDICINE,990,2-8,Individual Master or PhD student interests and research provide the opportunity to work with faculty members. Tailored to each specific student research proposal/project,
EMER MED,INDEPENDENT STUDY,998,1-8,Offers MD students interested in emergency medicine an opportunity to participate in advanced and translational research. Expands basic research knowledge and exposes MD students to current advanced research,S25
E M A,PRINCIPLES OF ENGINEERING FROM THE RENAISSANCE TO MODERN TIMES,103,3,"Engineering achievements of the Renaissance period and their relation to modern engineering practice, key principles developed, and errors in understanding of that time. Innovative work of notable figures such as Galileo Galilei and Leonardo da Vinci and their contributions to fundamental mechanics principles of engineering, traced through modern engineering practice and current engineering applications. Introduction to concepts of stress, strain, tension, compression, deflection of beams, flaws",
E M A,INTRODUCTION TO UNMANNED AIRCRAFT SYSTEMS,105,3,"Prepares students to operate Unmanned Aircraft Systems (UAS) for commercial purposes. Focuses on remote sensing, automation / artificial intelligence, data analytics and business applications / opportunities for UAS. Teaches all applicable subjects and provides hands-on experience necessary to 1) safely, legally and ethically operate UAS for commercial purposes; 2) effectively apply UAS to solve business problems and 3) manage, process and analyze data collected via UAS. Optional Federal Aviatio",
E M A,INTRODUCTION TO MECHANICS AND AEROSPACE,200,3,"An introduction to the fields of mechanics and aerospace engineering. Fundamental concepts in engineering, including modeling, analysis, design, fabrication and experimental testing. Career paths, engineering ethics, shop safety, and oral and written technical communication",F24
E M A,STATICS,201,3,"Principles of mechanics, force systems, equilibrium, structures, distributed forces, moments of inertia of areas, and friction",U25
E M A,DYNAMICS,202,3,"Kinematics, force-mass-acceleration relations, work and energy, impulse and momentum, moments of inertia and mass",U25
E M A,MECHANICS OF MATERIALS,303,3,"Stress and strain, torsion, bending of beams, shearing stresses in beams, compound stresses, principal stresses, deflections of beams, statically indeterminate members, columns. For civil engineers",U25
E M A/M E,MECHANICS OF MATERIALS LAB,307,1,"Data processing, tension/compression tests, creep stress concentrations, fatigue, fracture, composite materials, combined stress, beam flexure, dynamic loads, buckling",U25
E M A/CIV ENGR,MATERIALS FOR CONSTRUCTED FACILITIES,395,3,"Properties and tests of materials used in the initial construction or repair of facilities (including buildings, transportation systems, utility systems, and reinforced earth). Introduction to laboratory and field measurement techniques to assess material performance capabilities. Technical report preparation",S25
E M A,PRACTICUM IN FINITE ELEMENTS,405,3,"Use of finite elements (FE) for solving practical problems in mechanics. Elementary theory of FE is discussed. A commercial computer program is used for applications. Major emphasis is on behavior of FE, modeling, and evaluation of results for correctness",S25
E M A,DESIGN PROBLEMS IN ENGINEERING,469,3,"The design philosophy is presented. Students will be required to apply their knowledge of elementary mechanics, engineering and basic science to arrive at acceptable solutions to a variety of design problems",F24
E M A/E P,INTERMEDIATE PROBLEM SOLVING FOR ENGINEERS,471,3,"Use of computational tools for the solution of problems encountered in engineering physics applications. Topics covered include orbital mechanics, structural vibrations, beam and plate deformations, heat transfer, neutron diffusion, and criticality. Emphasis will be on modeling, choice of appropriate algorithms, and model validation",S25
E M A/E P,INTRODUCTION TO SCIENTIFIC COMPUTING FOR ENGINEERING PHYSICS,476,3,"Background for professional numerical computation in Linux environments begins with shell scripting and software archiving. Programming skills in a compiled language are then developed through scientific and engineering examples. Engineering problem-solving skills are reinforced through applications that require numerical solutions to systems of differential and/or integral equations, while motivating progressively more advanced computational methods",S22
E M A,HONORS IN RESEARCH,489,1-3,Undergraduate research and senior honors thesis in engineering mechanics and astronautics,F24
E M A,ADVANCED MECHANICS OF MATERIALS I,506,3,"Analysis and design of load-carrying members, shear center, unsymmetrical bending, curved beams, beams on elastic foundations, energy methods, theories of failure, thick-walled cylinders, stress concentrations, design to prevent failure by excessive elastic deformation, plastic deformation and fracture",F24
E M A/CIV ENGR/M E,COMPOSITE MATERIALS,508,3,"Physical properties and mechanical behavior of polymer, metal, ceramic, cementitious, cellulosic and biological composite systems; micro- and macro-mechanics; lamination and strength analyses; static and transient loading; fabrication; recycling; design; analytical-experimental correlation; applications",S24
E M A,FRACTURE MECHANICS,519,3,Introduction to the mechanics of fracture of linear and nonlinear materials. Crack stress and deformation fields; stress intensity factors; crack tip plastic zone; fracture toughness testing; energy release rate; J-integral. Criteria for crack growth initiation/stability; application to design,S25
E M A,AERODYNAMICS,521,3,Potential flow theory; stream functions; vortex filaments and sheets. Two- and three-dimensional wing theory. Doublet and panels methods. Propeller theory,F24
E M A,AERODYNAMICS LAB,522,3,"Experimental methods for aerodynamic measurements: wind tunnel tests with 6-component sting balance, pitot probe, hot wire anemometer; flow visualization with smoke generator and laser sheet; digital data acquisition; practical considerations for experimental design. Methods for comparing theoretical predictions to experimental measurements and computational simulations",S25
E M A,FLIGHT DYNAMICS AND CONTROL,523,3,Aircraft longitudinal and lateral static stability. Aircraft equations of motion. Stability derivatives. Longitudinal and lateral dynamic stability of uncontrolled motion. Open-loop aircraft control. Closed-loop aircraft control,S25
E M A,ROCKET PROPULSION,524,3,"Rocket performance. One dimensional gasdynamics. Thrust chambers, nozzle design criteria. Fundamentals of combustion. Rocket configurations",F24
E M A/M E,EXPERIMENTAL VIBRATION AND DYNAMIC SYSTEM ANALYSIS,540,3,"Application of digital data acquisition to the investigation of mechanical components, structures and systems using time histories, transforms and response functions to characterize free, forced and transient inputs. Introduction to sensors, instrumentation and methods appropriate for dynamic system response",F24
E M A/M S & E,HETEROGENEOUS AND MULTIPHASE MATERIALS,541,3,"Principles of the mechanics of solid multiphase systems. Role of heterogeneity and anisotropy in determining physical properties including elastic, dielectric and piezoelectric properties. Applications in lightweight structures, ultrastrong materials, materials for protection of the body, and materials for the replacement of human tissues. Materials with fibrous, lamellar, particular, and cellular structures. Heterogeneous materials of biological origin. Biomimetic and bio-inspired materials",F22
E M A,ADVANCED DYNAMICS,542,3,"Kinematics and kinetics of plane and three-dimensional motion, Coriolis acceleration, general methods of linear and angular momentum, central force motion, gyrodynamics, generalized coordinates. Lagrange's equations",F24
E M A,MECHANICAL VIBRATIONS,545,3,"General theory of free, forced, and transient vibrations; vibration transmission, isolation, and measurement; normal modes and generalized coordinates; method of matrix equation formulation and solution. The application of theory and methods to the analysis, measurement and design of dynamic systems",U25
E M A/E P,ENGINEERING ANALYSIS I,547,3,"Methods of higher mathematics; stress on problem solving rather than rigorous proofs; linear algebra, calculus of variations, Green's function",F24
E M A/E P,ENGINEERING ANALYSIS II,548,3,"Function of complex variable, series solution of differential equations, partial differential equations. A year of math beyond calculus",S25
E M A/ASTRON,ASTRODYNAMICS,550,3,"Coordinate system transformations, central force motion, two body problem, three and n-body problem, theory of orbital perturbations, artificial satellites, elementary transfer orbits, and elementary rocket dynamics",S25
E M A,SENIOR DESIGN PROJECT,569,3,Students will select specific engineering design projects. These projects will be student team efforts supervised by individual faculty members,S25
E M A/M E,EXPERIMENTAL MECHANICS,570,3,"Experimental methods for design and analysis of mechanical components, structures and materials. Electrically and optically recorded stress, strain and deformation data; computer acquisition/reduction/presentation techniques; applications to static and transient events, sensors, transducer design, NDT, fracture and residual stresses",F22
E M A,INDEPENDENT STUDY,599,1-3,Directed study projects as arranged with instructor,U25
E M A,SPECIAL TOPICS IN ENGINEERING MECHANICS,601,1-3,"Selected topics in such areas as structural mechanics, dynamics, experimental mechanics, vibrations, engineering materials, soil mechanics, engineering analysis, rheology, etc",S25
E M A,INTRODUCTION TO FINITE ELEMENTS,605,3,"A first course in finite elements, with theory and applications in stress analysis and in areas related to structural mechanics. Practice in the use and/or development of computer programs",F24
E M A,STRUCTURAL FINITE ELEMENT MODEL VALIDATION,610,3,An introduction to test-based validation of finite element models for the design and analysis of dynamic structures,S22
E M A,ADVANCED MECHANICAL TESTING OF MATERIALS,611,3,"Theory and use of servo-controlled, electro-hydraulic equipment for research of mechanical properties of engineering materials. Measurement of stress, strain, hysteresis energy, and material properties during deformation and at fracture. Analysis of four significant components of total strain",S25
E M A/E P,MICRO- AND NANOSCALE MECHANICS,615,3,"An introduction to micro- and nanoscale science and engineering with a focus on the role of mechanics. A variety of micro- and nanoscale phenomena and applications covered, drawing connections to both established and new mechanics approaches",F21
E M A,VISCOELASTIC SOLIDS,630,3,"Linear theory of viscoelasticity; non-aging materials; Boltzmann superposition principle; time-temperature superposition boundary value problems. Applications: vibration damping, relaxation of stress, creep, droop, and sag in structural members, sound absorption, creep buckling, settlement of foundations, tire mechanics, and shock attenuation",F21
E M A,SATELLITE DYNAMICS,642,3,"Review of Euler's equations, torque-free motion, stability of rotation, energy dissipation effects, gyroscopic instruments, gyrodynamics of the Earth, gravity gradient stabilized satellites, spin stabilized satellites, dual spin satellites, tethered satellites, mass movement techniques, space vehicle motion and rocket dynamics",S25
E M A,THEORY OF ELASTICITY,700,3,Equations of elasticity in curvilinear and rectangular coordinates; two dimensional problems; problems of prismatic bars; variational methods and energy principles; complex variable and numerical methods; thermal stress problems. Knowledge of advanced mechanics of materials [such as E M A 506] and vector calculus [such as MATH 321] strongly encouraged,S25
E M A,GRADUATE COOPERATIVE EDUCATION PROGRAM,702,1-2,Work experience that combines classroom theory with practical knowledge of operations to provide students with a background on which to develop and enhance a professional career. The work experience is tailored for MS students from within the U.S. as well as eligible international students,U25
E M A/M E,PLASTICITY THEORY AND PHYSICS,703,3,"Physical foundations of plasticity as a basis for choices made in the formulation of theories representing plastic deformation and their limitation. Motion of dislocations and formation and growth of deformation twins. Experimental results in the context of plasticity models. Traditional and research topics of plasticity and theories for rate-independent, ratedependent, single and polycrystal descriptions. Numerical solution of equations and computational plasticity. Knowledge of mechanics of ma",F23
E M A,ADVANCED TOPICS IN FINITE ELEMENTS,705,3,"Finite element methods for problems with linear and nonlinear media. Stress analysis, heat transfer, and fluid dynamics. Vibration and transient analysis. Weighted residual methods. Material and geometric nonlinearity. Nonlinear iteration methods. Instructor may also select additional material. Knowledge of finite element theory [such as E M A 605] strongly encouraged",S24
E M A/M E,ADVANCED COMPOSITE MATERIALS,708,3,"Contemporary topics in composite materials, including innovations in sandwich structures, textile composites, and architected materials; fracture mechanics; durability and damage tolerance; experimental techniques; transient, micro, nonlinear, inelastic and environmental effects; advanced manufacturing methods: repair and applications. Knowledge of basic composite materials [such as CIV ENGR/E M A/M E 508] is strongly encouraged",F16
E M A,MECHANICS OF CONTINUA,710,3,"Tensor analysis; analysis of stress, strain and rate of strain; application of Newtonian mechanics to deformable media; mechanical constitutive equations; field equations of fluid mechanics and elasticity. Knowledge of linear algebra [such as MATH 340] required",F24
E M A/M E,INTRODUCTION TO POLYMER RHEOLOGY,722,3,"Formulation of constitutive equations using embedded base vectors. Viscosity, normal stress differences, stress relaxation, elastic recoil. Polymer rheology; homogeneous strain history. Knowledge of differential equations [such as MATH 320] strongly encouraged",U23
E M A,THEORY AND APPLICATIONS IN ADVANCED DYNAMICS,742,3,"Dynamical systems theory, advanced rigid body attitude dynamics, Lagrange's equations of motion, conservation laws, quasi-coordinates, Routh's method for ignorable coordinates, Hamilton's equations of motion, dynamic stability, Liapunov stability methods, angular momentum methods for systems of rigid bodies, modeling of rotating elastic systems, Kane's equations of motion, deterministic chaos. Knowledge of advanced three-dimensional dynamics [such as E M A 542 or PHYSICS 311] strongly encouraged",F15
E M A,ADVANCED METHODS IN STRUCTURAL DYNAMICS,745,3,"Emphasis is placed on techniques used to analyze aerospace structures. Variational principles, Hamilton's extended principle, Lagrange's equations, mathematical models for continuous systems, natural modes of vibrations, dynamic response using mode superposition, mode acceleration, residual flexibility, vibration analysis using finite element methods, advanced substructure representations, component mode synthesis, systems with rigid body modes for aeronautical and astronautical systems. Knowled",S22
E M A,NONLINEAR AND RANDOM MECHANICAL VIBRATIONS,747,3,"Exact solutions and sectorial linearization; free and forced vibration of mechanical systems with nonlinear restoring force; self-excited mechanical vibrations and relaxation vibrations; subharmonic responses; nonlinear vibration of mechanical systems with more than one degree of freedom; nonlinear vibration of bounded continuous media; random excitation and random response, random vibrations of mechanical systems and structures; random vibrations of nonlinear mechanical systems; failure of mate",S19
E M A/COMP SCI/E C E/E P/M E,HIGH PERFORMANCE COMPUTING FOR APPLICATIONS IN ENGINEERING,759,3,An overview of hardware and software solutions that enable the use of advanced computing in tackling computationally intensive Engineering problems. Hands-on learning promoted through programming assignments that leverage emerging hardware architectures and use parallel computing programming languages. Students are strongly encourage to have completed COMP SCI 367 or COMP SCI 400 or to have equivalent experience,S25
E M A/CIV ENGR/M E,TURBULENT HEAT AND MOMENTUM TRANSFER,775,3,"Stochastic methods in turbulent heat and momentum transfer; fully developed turbulence; numerical methods including model applications to boundary layers, reacting flows, mass transfer, and unsteady flows; linear and non-linear stability and transition; emphasis on applications of interest to Mechanical, Aerospace, and Environmental Engineers. Knowledge of fluid mechanics [such as M E 363 or CBE 320] strongly encouraged",S25
E M A,MASTER'S RESEARCH AND THESIS,790,1-9,Directed study projects as arranged with instructor,U25
E M A,PRE-DISSERTATOR RESEARCH,890,1-9,Directed study projects as arranged with instructor,U25
E M A,RESEARCH AND THESIS,990,1-12,Directed study projects as arranged with instructor,U25
E P,ENGINEERING PROBLEM SOLVING I,271,3,"Solution of engineering problems using commercially-available software tools (spreadsheets, symbolic manipulators, and equation solvers). The emphasis will be on nuclear engineering problems, including radioactive decay, nuclear cross sections, scattering, and criticality",F24
E P,SUSTAINABLE ENERGY CHALLENGES AND SOLUTIONS,418,1,"Interdisciplinary survey of energy research topics. Understand how sustainable energy challenges are being studied and solved by different disciplines, from science and engineering to social sciences and humanities. Analyze energy sustainability using a multi-disciplinary, systems-based approach",S25
E P,INTRODUCTION TO ENGINEERING RESEARCH,468,1,"An introduction to the conduct of engineering research: the scientific method, ethics in research, documentation and treatment of research data, publication practices, and the structure of the broader research community are covered",F24
E P,RESEARCH PROPOSAL IN ENGINEERING PHYSICS,469,1,An introduction to current research topics in engineering physics. Development of an undergraduate research proposal supervised by faculty members,S25
E P/E M A,INTERMEDIATE PROBLEM SOLVING FOR ENGINEERS,471,3,"Use of computational tools for the solution of problems encountered in engineering physics applications. Topics covered include orbital mechanics, structural vibrations, beam and plate deformations, heat transfer, neutron diffusion, and criticality. Emphasis will be on modeling, choice of appropriate algorithms, and model validation",S25
E P/E M A,INTRODUCTION TO SCIENTIFIC COMPUTING FOR ENGINEERING PHYSICS,476,3,"Background for professional numerical computation in Linux environments begins with shell scripting and software archiving. Programming skills in a compiled language are then developed through scientific and engineering examples. Engineering problem-solving skills are reinforced through applications that require numerical solutions to systems of differential and/or integral equations, while motivating progressively more advanced computational methods",S22
E P/E M A,ENGINEERING ANALYSIS I,547,3,"Methods of higher mathematics; stress on problem solving rather than rigorous proofs; linear algebra, calculus of variations, Green's function",F24
E P/E M A,ENGINEERING ANALYSIS II,548,3,"Function of complex variable, series solution of differential equations, partial differential equations. A year of math beyond calculus",S25
